Source, Destination, Travel Time
102, 203, 13.390000
114, 222, 17.510000
112, 214, 9.710000
114, 206, 14.680000
114, 203, 23.920000
114, 206, 14.520000
114, 202, 51.880001
115, 214, 35.349998
101, 202, 49.849998
102, 222, 52.790001
112, 215, 59.810001
114, 213, 79.400002
114, 203, 60.250000
114, 222, 67.519997
114, 213, 66.360001
114, 201, 77.839996
121, 201, 57.939999
102, 201, 79.830002
101, 222, 89.800003
101, 203, 91.040001
115, 206, 43.450001
114, 202, 102.529999
101, 222, 51.369999
101, 203, 64.790001
114, 206, 67.330002
115, 203, 48.820000
122, 221, 26.639999
103, 214, 106.349998
114, 206, 85.269997
115, 203, 38.660000
122, 206, 96.050003
122, 214, 111.529999
101, 203, 53.439999
122, 213, 74.680000
114, 206, 61.910000
122, 214, 72.120003
101, 206, 61.490002
114, 206, 57.779999
101, 213, 51.110001
101, 214, 71.629997
114, 203, 82.889999
114, 206, 56.009998
123, 214, 101.260002
114, 206, 54.830002
101, 213, 62.740002
112, 221, 42.459999
114, 221, 95.870003
113, 215, 49.830002
114, 221, 49.450001
114, 202, 118.129997
115, 206, 45.570000
103, 222, 10.860000
122, 215, 169.750000
114, 213, 25.090000
114, 203, 102.410004
101, 215, 174.500000
114, 213, 12.630000
122, 201, 43.049999
114, 222, 92.910004
123, 215, 146.070007
115, 201, 131.250000
114, 203, 81.919998
113, 222, 188.600006
102, 214, 111.769997
102, 213, 118.699997
101, 222, 107.230003
112, 213, 74.839996
121, 214, 90.720001
122, 221, 16.280001
101, 203, 95.220001
102, 213, 147.570007
101, 206, 106.650002
101, 221, 90.300003
114, 206, 66.040001
114, 222, 93.580002
101, 203, 44.709999
101, 206, 52.509998
122, 213, 32.770000
101, 206, 52.950001
101, 203, 117.500000
114, 203, 65.250000
114, 215, 32.759998
123, 206, 124.230003
101, 214, 139.039993
114, 206, 42.840000
102, 206, 91.720001
114, 206, 40.130001
102, 214, 41.700001
113, 215, 46.980000
113, 215, 63.209999
113, 214, 34.779999
115, 214, 79.709999
115, 214, 72.449997
121, 201, 112.440002
114, 201, 150.910004
115, 213, 77.919998
114, 201, 166.270004
121, 201, 130.710007
114, 201, 110.279999
115, 206, 93.349998
114, 213, 86.180000
123, 215, 263.170013
114, 222, 101.339996
122, 215, 169.240005
114, 213, 84.690002
114, 201, 94.260002
123, 215, 190.759995
114, 222, 97.120003
114, 201, 94.089996
123, 214, 182.699997
102, 201, 21.770000
114, 215, 84.449997
122, 206, 54.040001
115, 206, 86.169998
112, 202, 201.750000
114, 206, 91.169998
122, 206, 39.110001
114, 206, 87.800003
123, 202, 14.770000
123, 221, 134.190002
123, 214, 164.000000
114, 206, 73.879997
114, 215, 55.750000
114, 206, 73.040001
102, 206, 58.500000
114, 206, 75.419998
123, 213, 139.669998
114, 215, 55.630001
115, 221, 190.669998
115, 222, 230.539993
115, 221, 178.699997
114, 221, 221.690002
114, 221, 199.000000
114, 221, 177.369995
114, 202, 298.679993
114, 221, 160.220001
114, 221, 148.149994
102, 215, 171.979996
114, 203, 119.360001
101, 202, 286.470001
102, 215, 175.130005
122, 201, 60.750000
121, 215, 64.500000
121, 213, 54.910000
114, 215, 95.300003
103, 206, 60.880001
101, 203, 204.559998
123, 206, 203.410004
123, 202, 21.090000
123, 201, 31.230000
123, 206, 206.979996
101, 213, 227.639999
123, 201, 13.460000
112, 206, 9.710000
102, 203, 74.739998
114, 215, 72.919998
102, 221, 63.959999
123, 213, 199.699997
123, 202, 6.810000
114, 206, 78.239998
122, 201, 74.320000
121, 215, 140.360001
114, 215, 125.089996
106, 222, 13.860000
103, 206, 43.060001
123, 203, 230.410004
114, 215, 125.809998
114, 206, 134.600006
114, 215, 126.900002
123, 213, 283.559998
102, 222, 52.029999
114, 206, 108.610001
123, 213, 242.399994
114, 215, 103.139999
115, 222, 357.440002
102, 206, 17.290001
115, 213, 314.429993
115, 213, 288.720001
115, 214, 212.720001
103, 215, 162.429993
114, 213, 324.250000
113, 222, 528.219971
114, 213, 175.889999
114, 222, 365.920013
114, 203, 324.829987
114, 222, 341.850006
121, 222, 40.419998
102, 213, 80.940002
102, 201, 75.239998
102, 213, 81.160004
114, 215, 145.570007
103, 221, 68.480003
115, 206, 362.950012
123, 203, 301.579987
102, 201, 25.580000
114, 215, 146.360001
123, 221, 294.029999
122, 221, 318.739990
102, 222, 58.020000
123, 221, 246.479996
102, 222, 50.110001
121, 222, 81.480003
121, 203, 90.400002
122, 203, 342.100006
121, 214, 13.610000
114, 215, 206.910004
102, 214, 83.849998
121, 213, 59.180000
114, 215, 202.199997
122, 206, 363.399994
115, 202, 702.820007
123, 203, 308.820007
123, 206, 336.239990
123, 201, 135.889999
123, 202, 132.570007
122, 214, 302.850006
114, 215, 202.479996
123, 203, 308.359985
122, 213, 291.380005
114, 215, 194.009995
102, 206, 78.370003
102, 221, 77.070000
114, 215, 192.600006
102, 206, 59.599998
114, 215, 189.429993
102, 203, 10.710000
113, 215, 45.980000
114, 221, 450.820007
114, 206, 284.700012
113, 221, 567.250000
114, 202, 667.059998
114, 221, 449.320007
114, 206, 287.739990
114, 221, 446.369995
122, 215, 380.290009
121, 201, 429.880005
122, 215, 312.079987
114, 203, 473.359985
114, 222, 474.859985
102, 215, 146.110001
114, 203, 468.709991
102, 201, 95.269997
122, 221, 236.070007
102, 201, 74.489998
114, 222, 479.429993
101, 221, 694.890015
101, 222, 664.539978
122, 206, 192.649994
122, 214, 211.800003
114, 221, 459.299988
122, 213, 272.799988
114, 215, 201.139999
123, 201, 180.529999
102, 222, 33.209999
112, 214, 182.960007
112, 213, 199.470001
114, 215, 204.119995
114, 222, 460.260010
123, 206, 355.329987
123, 213, 389.140015
114, 215, 203.800003
114, 221, 454.309998
102, 206, 65.610001
102, 221, 28.350000
114, 221, 454.950012
112, 221, 309.510010
114, 221, 391.440002
122, 215, 379.519989
122, 215, 382.920013
101, 215, 687.570007
