101,201,0.10714
101,202,0.085714
101,203,0
101,206,0.014286
101,212,0.0071429
101,213,0.014286
101,214,0.47857
101,215,0.057143
101,221,0.035714
101,222,0.021429
101,223,0.17857
102,201,0.24242
102,202,0
102,203,0.030303
102,206,0
102,212,0
102,213,0
102,214,0.54545
102,215,0.090909
102,221,0.030303
102,222,0.030303
102,223,0.030303
103,201,0
103,202,0
103,203,0
103,206,0
103,212,0
103,213,0
103,214,0.11111
103,215,0
103,221,0
103,222,0.77778
103,223,0.11111
106,201,0
106,202,0
106,203,0
106,206,0
106,212,0
106,213,0
106,214,0
106,215,0
106,221,0
106,222,0
106,223,0
112,201,0.076923
112,202,0
112,203,0
112,206,0
112,212,0
112,213,0
112,214,0.69231
112,215,0.15385
112,221,0.076923
112,222,0
112,223,0
113,201,0.041667
113,202,0
113,203,0
113,206,0
113,212,0
113,213,0
113,214,0.95833
113,215,0
113,221,0
113,222,0
113,223,0
114,201,0.27863
114,202,0.064885
114,203,0.0038168
114,206,0.022901
114,212,0.091603
114,213,0.27481
114,214,0.034351
114,215,0.16412
114,221,0.01145
114,222,0.01145
114,223,0.041985
115,201,0.26923
115,202,0.038462
115,203,0.019231
115,206,0.019231
115,212,0.057692
115,213,0.0096154
115,214,0.44231
115,215,0
115,221,0.028846
115,222,0.028846
115,223,0.086538
121,201,0.2
121,202,0.3
121,203,0.1
121,206,0
121,212,0
121,213,0
121,214,0.2
121,215,0
121,221,0
121,222,0.1
121,223,0.1
122,201,0.26531
122,202,0.44898
122,203,0.081633
122,206,0
122,212,0
122,213,0
122,214,0.020408
122,215,0.020408
122,221,0
122,222,0
122,223,0.16327
123,201,0.39655
123,202,0
123,203,0.034483
123,206,0
123,212,0
123,213,0.017241
123,214,0.2931
123,215,0.034483
123,221,0
123,222,0.034483
123,223,0.18966
